Gene names,organelle,source,name,RNA_tpm,protein_nM,Itzhak_annotation,Gingras_annotation_concordant,Gingras_annotation_NMF,Gingras_annotation_SAFE,Uniprot_curation,GO_cellular_compartment
UQCRC2,mitochondria,MitoCarta 3.0 score >20,"Cytochrome b-c1 complex subunit 2, mitochondrial",273.1493333,3079.233646,Mitochondrion,NA,nucleoplasm,no prediction,Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07257}; Peripheral membrane protein {ECO:0000250|UniProtKB:P07257}; Matrix side {ECO:0000250|UniProtKB:P07257}.,mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]
UQCRFS1,mitochondria,MitoCarta 3.0 score >20,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",39.83823333,NA,NA,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion inner membrane {ECO:0000305|PubMed:31883641}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q5ZLR5}.,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]
UQCRH,mitochondria,MitoCarta 3.0 score >20,"Cytochrome b-c1 complex subunit 6, mitochondrial",820.20405,NA,Mitochondrion,NA,NA,NA,Mitochondrion inner membrane {ECO:0000250|UniProtKB:P00127}; Peripheral membrane protein {ECO:0000250|UniProtKB:P00127}; Intermembrane side {ECO:0000250|UniProtKB:P00127}.,mitochondrial inner membrane [GO:0005743]; mitochondrial respirasome [GO:0005746]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739]
UQCRQ,mitochondria,MitoCarta 3.0 score >20,Cytochrome b-c1 complex subunit 8,453.8077287,918.7096566,Mitochondrion,NA,NA,NA,Mitochondrion inner membrane {ECO:0000250|UniProtKB:P08525}; Single-pass membrane protein {ECO:0000250|UniProtKB:P08525}.,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739]
VDAC1,mitochondria,MitoCarta 3.0 score >20,Voltage-dependent anion-selective channel protein 1,270.252637,3372.209432,Mitochondrion,NA,"mitochondrial outer membrane, peroxisome",no prediction,"Mitochondrion outer membrane {ECO:0000269|PubMed:31015432, ECO:0000269|PubMed:31206022, ECO:0000269|PubMed:7539795}; Multi-pass membrane protein {ECO:0000269|PubMed:18755977, ECO:0000269|PubMed:18832158, ECO:0000269|PubMed:27641616}. Cell membrane {ECO:0000269|PubMed:25168729, ECO:0000269|PubMed:25296756}; Multi-pass membrane protein {ECO:0000269|PubMed:18755977, ECO:0000269|PubMed:18832158}. Membrane raft {ECO:0000269|PubMed:25168729}; Multi-pass membrane protein {ECO:0000269|PubMed:18755977, ECO:0000269|PubMed:18832158}.",extracellular exosome [GO:0070062]; membrane [GO:0016020]; membrane raft [GO:0045121]; mitochondrial membrane [GO:0031966]; mitochondrial nucleoid [GO:0042645]; mitochondrial outer membrane [GO:0005741]; mitochondrial permeability transition pore complex [GO:0005757]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; pore complex [GO:0046930]; synaptic vesicle [GO:0008021]
VDAC2,mitochondria,MitoCarta 3.0 score >20,Voltage-dependent anion-selective channel protein 2,265.3044013,3374.806365,Mitochondrion,NA,miscellaneous,-,"Mitochondrion outer membrane {ECO:0000269|PubMed:31015432, ECO:0000269|PubMed:7539795}. Membrane {ECO:0000269|PubMed:27641616}. Note=May localize to non-mitochondrial membranes. {ECO:0000269|PubMed:27641616}.",acrosomal vesicle [GO:0001669]; membrane [GO:0016020]; membrane raft [GO:0045121]; mitochondrial membrane [GO:0031966]; mitochondrial nucleoid [GO:0042645]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; pore complex [GO:0046930]; synaptic vesicle [GO:0008021]
VWA8,mitochondria,MitoCarta 3.0 score >20,von Willebrand factor A domain-containing protein 8,13.01344433,53.15017862,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",[Isoform 1]: Mitochondrion {ECO:0000269|PubMed:30204880}.; [Isoform 2]: Mitochondrion {ECO:0000269|PubMed:30204880}. Peroxisome {ECO:0000269|PubMed:30204880}. Note=Localizes to peroxisomes in a PEX7-dependent manner. {ECO:0000269|PubMed:30204880}.,cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; peroxisome [GO:0005777]
WARS2,mitochondria,MitoCarta 3.0 score >20,"Tryptophan--tRNA ligase, mitochondrial",18.47912277,155.4283736,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion matrix {ECO:0000269|PubMed:28236339}.,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
YARS2,mitochondria,MitoCarta 3.0 score >20,"Tyrosine--tRNA ligase, mitochondrial",38.92368667,356.0562003,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion matrix {ECO:0000269|PubMed:15779907}.,cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nuclear body [GO:0016604]
ACP2,lysosome,Schroder2019,Lysosomal acid phosphatase,21.46159226,60.49747894,Lysosome,NA,NA,NA,"Lysosome membrane {ECO:0000269|PubMed:2684640, ECO:0000269|PubMed:3056714}; Single-pass membrane protein {ECO:0000255}; Lumenal side {ECO:0000305|PubMed:2684640, ECO:0000305|PubMed:3056714}. Lysosome lumen. Note=The soluble form arises by proteolytic processing of the membrane-bound form. {ECO:0000269|PubMed:2684640, ECO:0000269|PubMed:3056714}.",extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; lysosomal lumen [GO:0043202]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; membrane [GO:0016020]
ACP5,lysosome,Schroder2019,Tartrate-resistant acid phosphatase type 5,0,NA,NA,NA,NA,NA,Lysosome.,cytosol [GO:0005829]; integral component of membrane [GO:0016021]; lysosome [GO:0005764]
AGA,lysosome,Schroder2019,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase,17.23825133,72.6396136,Lysosome,NA,NA,NA,Lysosome.,azurophil granule lumen [GO:0035578]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosome [GO:0005764]
ARSA,lysosome,Schroder2019,Arylsulfatase A,17.44720867,33.78155135,Lysosome,NA,NA,NA,Endoplasmic reticulum {ECO:0000269|PubMed:9342345}. Lysosome {ECO:0000305|PubMed:2562955}.,azurophil granule lumen [GO:0035578]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]
ARSB,lysosome,Schroder2019,Arylsulfatase B,4.852119333,12.05681366,Lysosome,NA,NA,NA,Lysosome {ECO:0000250|UniProtKB:P50429}. Cell surface {ECO:0000250|UniProtKB:P50429}.,azurophil granule lumen [GO:0035578]; cell surface [GO:0009986]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; Golgi apparatus [GO:0005794]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; mitochondrion [GO:0005739]; rough endoplasmic reticulum [GO:0005791]
ARSG,lysosome,Schroder2019,Arylsulfatase G,5.590563067,NA,NA,NA,NA,NA,"Lysosome {ECO:0000269|PubMed:12461688, ECO:0000269|PubMed:18283100}. Note=Previously observed endoplasmic reticulum localization is most likely due to folding/maturation problems for overexpressed proteins.",endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular space [GO:0005615]; lysosome [GO:0005764]
ASAH1,lysosome,Schroder2019,Acid ceramidase,34.69017942,54.98636543,Lysosome,NA,NA,NA,"Lysosome {ECO:0000269|PubMed:12764132}. Secreted {ECO:0000269|PubMed:7744740}. Note=Secretion is extremely low and localization to lysosomes is mannose-6-phosphate receptor-dependent. {ECO:0000269|PubMed:11451951}.; [Isoform 2]: Nucleus {ECO:0000305|PubMed:22927646}. Cytoplasm {ECO:0000305|PubMed:22927646}. Note=A localization to the nucleus and the cytoplasm has also been reported for ASAH1, most probably for isoforms devoid of a signal peptide. {ECO:0000305|PubMed:22927646}.",extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; nucleus [GO:0005634]; tertiary granule lumen [GO:1904724]
CLN5,lysosome,Schroder2019,Ceroid-lipofuscinosis neuronal protein 5,28.32690654,65.21985671,Plasma membrane,NA,NA,NA,"[Ceroid-lipofuscinosis neuronal protein 5, secreted form]: Lysosome {ECO:0000269|PubMed:11971870, ECO:0000269|PubMed:20052765, ECO:0000269|PubMed:22431521, ECO:0000269|PubMed:24038957, ECO:0000269|PubMed:24058541}.; [Ceroid-lipofuscinosis neuronal protein 5]: Membrane {ECO:0000269|PubMed:24038957}; Single-pass type II membrane protein {ECO:0000269|PubMed:24038957}. Note=An amphipathic anchor region facilitates its association with the membrane. {ECO:0000269|PubMed:24038957}.",cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; perinuclear region of cytoplasm [GO:0048471]
CREG1,lysosome,Schroder2019,Protein CREG1,51.6718324,149.949055,Lysosome,NA,NA,NA,Secreted {ECO:0000269|PubMed:10815803}.,azurophil granule lumen [GO:0035578]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]
CTBS,lysosome,Schroder2019,Di-N-acetylchitobiase,5.224763667,7.020302514,Lysosome,NA,NA,NA,Lysosome.,extracellular space [GO:0005615]; lysosome [GO:0005764]
CTSA,lysosome,Schroder2019,Lysosomal protective protein,58.49642667,62.97561094,Lysosome,ER,ER lumen,ER lumen,Lysosome.,azurophil granule lumen [GO:0035578]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; membrane [GO:0016020]
CTSB,lysosome,Schroder2019,Cathepsin B,49.17023431,120.2112341,Lysosome,NA,NA,NA,"Lysosome {ECO:0000269|PubMed:16733801}. Melanosome {ECO:0000269|PubMed:17081065}. Secreted, extracellular space {ECO:0000250|UniProtKB:A1E295}. Apical cell membrane {ECO:0000250|UniProtKB:P10605}; Peripheral membrane protein {ECO:0000250|UniProtKB:P10605}; Extracellular side {ECO:0000250|UniProtKB:P10605}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV (PubMed:17081065). Localizes to the lumen of thyroid follicles and to the apical membrane of thyroid epithelial cells (By similarity). {ECO:0000250|UniProtKB:P10605, ECO:0000269|PubMed:17081065}.",apical plasma membrane [GO:0016324]; collagen-containing extracellular matrix [GO:0062023]; endolysosome lumen [GO:0036021]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; intracellular anatomical structure [GO:0005622]; lysosome [GO:0005764]; melanosome [GO:0042470]; perinuclear region of cytoplasm [GO:0048471]
CTSC,lysosome,Schroder2019,Dipeptidyl peptidase 1,45.09055033,123.0712524,Lysosome,NA,NA,NA,Lysosome.,azurophil granule lumen [GO:0035578]; centrosome [GO:0005813]; collagen-containing extracellular matrix [GO:0062023]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; lysosome [GO:0005764]; membrane [GO:0016020]; nucleoplasm [GO:0005654]
CTSD,lysosome,Schroder2019,Cathepsin D,123.6619497,887.0581735,Lysosome,ER,ER lumen,ER lumen,"Lysosome. Melanosome. Secreted, extracellular space. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV. In aortic samples, detected as an extracellular protein loosely bound to the matrix (PubMed:20551380). {ECO:0000269|PubMed:20551380}.",collagen-containing extracellular matrix [GO:0062023]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; lysosomal lumen [GO:0043202]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; melanosome [GO:0042470]; membrane raft [GO:0045121]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724]
CTSF,lysosome,Schroder2019,Cathepsin F,13.096293,0.829923358,,NA,NA,NA,Lysosome.,collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; extracellular vesicle [GO:1903561]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]
CTSH,lysosome,Schroder2019,Pro-cathepsin H [Cleaved into: Cathepsin H mini chain; Cathepsin H,47.7474,37.20643627,NA,NA,NA,NA,Lysosome.,alveolar lamellar body [GO:0097208]; collagen-containing extracellular matrix [GO:0062023]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; intracellular membrane-bounded organelle [GO:0043231]; lysosome [GO:0005764]; multivesicular body lumen [GO:0097486]; secretory granule lumen [GO:0034774]; tertiary granule lumen [GO:1904724]
CTSK,lysosome,Schroder2019,Cathepsin K,1.590828,NA,NA,NA,NA,NA,Lysosome {ECO:0000269|PubMed:11082042}. Secreted {ECO:0000269|PubMed:11082042}. Apical cell membrane {ECO:0000269|PubMed:11082042}; Peripheral membrane protein {ECO:0000269|PubMed:11082042}; Extracellular side {ECO:0000269|PubMed:11082042}. Note=Localizes to the lumen of thyroid follicles and to the apical membrane of thyroid epithelial cells. {ECO:0000269|PubMed:11082042}.,apical plasma membrane [GO:0016324]; endolysosome lumen [GO:0036021]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; nucleoplasm [GO:0005654]
CTSL,lysosome,Schroder2019,Procathepsin L,66.911287,139.277806,Lysosome,NA,NA,NA,"Lysosome {ECO:0000250|UniProtKB:P06797}. Apical cell membrane {ECO:0000250|UniProtKB:P06797}; Peripheral membrane protein {ECO:0000250|UniProtKB:P06797}; Extracellular side {ECO:0000250|UniProtKB:P06797}. Cytoplasmic vesicle, secretory vesicle, chromaffin granule {ECO:0000250|UniProtKB:P25975}. Secreted, extracellular space {ECO:0000250|UniProtKB:P06797}. Secreted {ECO:0000250|UniProtKB:P06797}. Note=Localizes to the apical membrane of thyroid epithelial cells. Released at extracellular space by activated dendritic cells and macrophages. {ECO:0000250|UniProtKB:P06797}.; [Isoform 2]: Nucleus {ECO:0000269|PubMed:15099520}. Note=Translation initiation at downstream start sites allows the synthesis of isoforms that are devoid of a signal peptide and do not transit through the endoplasmic reticulum to localize to the nucleus (PubMed:15099520). Nuclear location varies during the cell cycle, whith higher levels during S phase (PubMed:15099520). {ECO:0000269|PubMed:15099520}.",apical plasma membrane [GO:0016324]; chromaffin granule [GO:0042583]; collagen-containing extracellular matrix [GO:0062023]; endocytic vesicle lumen [GO:0071682]; endolysosome lumen [GO:0036021]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; multivesicular body [GO:0005771]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
CTSO,lysosome,Schroder2019,Cathepsin O,0.994648667,1.127782715,NA,NA,NA,NA,Lysosome.,extracellular space [GO:0005615]; lysosome [GO:0005764]
CTSS,lysosome,Schroder2019,Cathepsin S,0.1465394,NA,NA,NA,NA,NA,"Lysosome {ECO:0000269|PubMed:1377692}. Secreted {ECO:0000269|PubMed:9524075}. Cytoplasmic vesicle, phagosome {ECO:0000269|PubMed:30612035}.",collagen-containing extracellular matrix [GO:0062023]; endolysosome lumen [GO:0036021]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; intracellular membrane-bounded organelle [GO:0043231]; late endosome [GO:0005770]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; phagocytic vesicle [GO:0045335]; tertiary granule lumen [GO:1904724]
CTSZ,lysosome,Schroder2019,Cathepsin Z,12.533872,35.47130159,Lysosome,NA,NA,NA,Lysosome.,cell cortex region [GO:0099738]; collagen-containing extracellular matrix [GO:0062023]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; lysosome [GO:0005764]; plasma membrane [GO:0005886]; specific granule lumen [GO:0035580]
DNASE2,lysosome,Schroder2019,Deoxyribonuclease-2-alpha,22.54433,75.15654378,Lysosome,NA,NA,NA,Lysosome.,extracellular exosome [GO:0070062]; lysosome [GO:0005764]
EPDR1,lysosome,Schroder2019,Mammalian ependymin-related protein 1,4.7340156,8.332441452,Endosome,NA,NA,NA,Lysosome lumen {ECO:0000269|PubMed:30729188}. Secreted {ECO:0000269|PubMed:30729188}. Note=Lysosomal and also secreted. {ECO:0000269|PubMed:30729188}.,extracellular region [GO:0005576]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]
FUCA1,lysosome,Schroder2019,Tissue alpha-L-fucosidase,21.3738,54.64475155,,NA,NA,NA,Lysosome {ECO:0000269|PubMed:9741689}.,azurophil granule lumen [GO:0035578]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]
GAA,lysosome,Schroder2019,Lysosomal alpha-glucosidase,76.25476633,154.6324025,Lysosome,NA,NA,NA,Lysosome {ECO:0000269|PubMed:17897319}. Lysosome membrane {ECO:0000269|PubMed:17897319}.,azurophil granule membrane [GO:0035577]; extracellular exosome [GO:0070062]; ficolin-1-rich granule membrane [GO:0101003]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal lumen [GO:0043202]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; membrane [GO:0016020]; plasma membrane [GO:0005886]; tertiary granule membrane [GO:0070821]
GALC,lysosome,Schroder2019,Galactocerebrosidase,7.077638033,4.711823535,NA,NA,NA,NA,Lysosome.,lysosomal lumen [GO:0043202]; lysosome [GO:0005764]
GALNS,lysosome,Schroder2019,N-acetylgalactosamine-6-sulfatase,17.3699666,26.62437712,Lysosome,NA,NA,NA,Lysosome.,azurophil granule lumen [GO:0035578]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; lysosomal lumen [GO:0043202]
GBA,lysosome,Schroder2019,Lysosomal acid glucosylceramidase,46.74469486,147.6984768,Lysosome,ER,ER lumen,ER lumen,"Lysosome membrane {ECO:0000269|PubMed:17187079, ECO:0000269|PubMed:17897319, ECO:0000269|PubMed:18022370}; Peripheral membrane protein {ECO:0000269|PubMed:10781797, ECO:0000269|PubMed:18022370, ECO:0000269|PubMed:1848227}; Lumenal side {ECO:0000269|PubMed:18022370}. Note=Interaction with saposin-C promotes membrane association (PubMed:10781797). Targeting to lysosomes occurs through an alternative MPR-independent mechanism via SCARB2 (PubMed:18022370). {ECO:0000269|PubMed:10781797, ECO:0000269|PubMed:18022370}.",endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extrinsic component of membrane [GO:0019898]; Golgi apparatus [GO:0005794]; lysosomal lumen [GO:0043202]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; trans-Golgi network [GO:0005802]
GGH,lysosome,Schroder2019,Gamma-glutamyl hydrolase,64.63933967,409.9991666,Lysosome,ER,ER lumen,ER lumen,"Secreted, extracellular space {ECO:0000305}. Lysosome {ECO:0000269|PubMed:12643545}. Melanosome {ECO:0000269|PubMed:12643545}. Note=While its intracellular location is primarily the lysosome, most of the enzyme activity is secreted. Identified by mass spectrometry in melanosome fractions from stage I to stage IV. {ECO:0000269|PubMed:12643545}.",azurophil granule lumen [GO:0035578]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; melanosome [GO:0042470]; nucleus [GO:0005634]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724]; vacuole [GO:0005773]
GLA,lysosome,Schroder2019,Alpha-galactosidase A,209.608356,432.7809782,Lysosome,ER,ER lumen,ER lumen,Lysosome.,azurophil granule lumen [GO:0035578]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]
GLB1,lysosome,Schroder2019,Beta-galactosidase,48.20443167,209.5458599,Lysosome,NA,NA,NA,"[Isoform 1]: Lysosome {ECO:0000269|PubMed:2511208, ECO:0000269|PubMed:3084261}.; [Isoform 2]: Cytoplasm, perinuclear region {ECO:0000269|PubMed:2511208}. Note=Localized to the perinuclear area of the cytoplasm but not to lysosomes. {ECO:0000269|PubMed:2511208}.",azurophil granule lumen [GO:0035578]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal lumen [GO:0043202]; perinuclear region of cytoplasm [GO:0048471]; vacuole [GO:0005773]
GM2A,lysosome,Schroder2019,Ganglioside GM2 activator,16.356968,144.8998014,Endosome,NA,NA,NA,Lysosome.,apical plasma membrane [GO:0016324]; azurophil granule lumen [GO:0035578]; basolateral plasma membrane [GO:0016323]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal lumen [GO:0043202]
GNS,lysosome,Schroder2019,N-acetylglucosamine-6-sulfatase,26.84206917,264.2872863,Lysosome,NA,NA,NA,Lysosome.,azurophil granule lumen [GO:0035578]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; lysosomal lumen [GO:0043202]
GUSB,lysosome,Schroder2019,Beta-glucuronidase,59.69441797,49.52070234,Peroxisome,ER,ER lumen,ER lumen,Lysosome.,azurophil granule lumen [GO:0035578]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal lumen [GO:0043202]; membrane [GO:0016020]
HEXA,lysosome,Schroder2019,Beta-hexosaminidase subunit alpha,87.93265268,254.4230723,Lysosome,NA,NA,NA,Lysosome.,azurophil granule [GO:0042582]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal lumen [GO:0043202]; membrane [GO:0016020]
HEXB,lysosome,Schroder2019,Beta-hexosaminidase subunit beta,62.0437036,253.5181183,Lysosome,NA,NA,NA,"Lysosome {ECO:0000269|PubMed:9694901}. Cytoplasmic vesicle, secretory vesicle, Cortical granule {ECO:0000250|UniProtKB:P20060}.",acrosomal vesicle [GO:0001669]; azurophil granule [GO:0042582]; azurophil granule lumen [GO:0035578]; cortical granule [GO:0060473]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; lysosomal lumen [GO:0043202]; membrane [GO:0016020]; transport vesicle [GO:0030133]
HYAL1,lysosome,Schroder2019,Hyaluronidase-1,0.222914763,NA,,NA,NA,NA,Secreted {ECO:0000269|PubMed:9223416}. Lysosome {ECO:0000269|PubMed:9223416}.,cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; hyaluranon cable [GO:0036117]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]
IDS,lysosome,Schroder2019,Iduronate 2-sulfatase,23.860761,1.137578269,NA,NA,NA,NA,Lysosome {ECO:0000269|PubMed:10838181}.,lysosomal lumen [GO:0043202]; lysosome [GO:0005764]
IDUA,lysosome,Schroder2019,Alpha-L-iduronidase,6.310252,NA,NA,NA,NA,NA,Lysosome.,coated vesicle [GO:0030135]; extracellular exosome [GO:0070062]; lysosomal lumen [GO:0043202]
IFI30,lysosome,Schroder2019,Gamma-interferon-inducible lysosomal thiol reductase,35.511855,49.80990719,Lysosome,NA,NA,NA,"Secreted {ECO:0000269|PubMed:10639150, ECO:0000269|PubMed:3136170}. Lysosome {ECO:0000269|PubMed:10639150, ECO:0000269|PubMed:3136170}.",cell junction [GO:0030054]; cytosol [GO:0005829]; extracellular region [GO:0005576]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]
IL4I1,lysosome,Schroder2019,L-amino-acid oxidase,0.821795267,NA,NA,NA,NA,NA,"Secreted {ECO:0000269|PubMed:17356132, ECO:0000269|PubMed:28891065, ECO:0000269|PubMed:32818467}. Lysosome {ECO:0000250|UniProtKB:O09046}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000269|PubMed:25767141}. Note=Secreted at the immunological synapse. {ECO:0000269|PubMed:28891065}.",acrosomal vesicle [GO:0001669]; extracellular region [GO:0005576]; immunological synapse [GO:0001772]; lysosome [GO:0005764]; sperm midpiece [GO:0097225]
LGMN,lysosome,Schroder2019,Legumain,53.40426367,268.0945449,Lysosome,NA,NA,NA,Lysosome {ECO:0000250}.,apical part of cell [GO:0045177]; cytoplasm [GO:0005737]; endolysosome lumen [GO:0036021]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; late endosome [GO:0005770]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; perinuclear region of cytoplasm [GO:0048471]
LIPA,lysosome,Schroder2019,Lysosomal acid lipase/cholesteryl ester hydrolase,47.3394154,148.4141609,Lysosome,NA,NA,NA,Lysosome {ECO:0000250|UniProtKB:Q64194}.,cytosol [GO:0005829]; fibrillar center [GO:0001650]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; nucleoplasm [GO:0005654]
MAN2B1,lysosome,Schroder2019,Lysosomal alpha-mannosidase,42.31033167,79.57727854,Lysosome,NA,NA,NA,Lysosome.,azurophil granule lumen [GO:0035578]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; nucleoplasm [GO:0005654]; vacuolar membrane [GO:0005774]
